Query	Tweet	Username	Date	Hashtags	Likes	Retweets	Url
	Wise, bad cat...	InspiredThis	Sun Dec 06 14:53:43 +0000 2020	[]	0	0	https://twitter.com/InspiredThis/status/1335598298548367361
	what y’all need in harrods so bad 😭😭😭😭😭😭	campbeeell	Sun Dec 06 14:47:46 +0000 2020	[]	0	0	https://twitter.com/campbeeell/status/1335596803442536452
	He was done bad by it he'll be back	YeaJustChris	Sun Dec 06 14:47:34 +0000 2020	[]	0	0	https://twitter.com/YeaJustChris/status/1335596753916194823
	Too bad she didn't speak this forcefully before now	tvickBREDL	Sun Dec 06 14:28:02 +0000 2020	[]	0	0	https://twitter.com/tvickBREDL/status/1335591834983206914
	i feel bad for my boys😭	bamcial	Sun Dec 06 13:50:51 +0000 2020	[]	0	0	https://twitter.com/bamcial/status/1335582480624021505
	
Social distancing affects american people
	Those who it is not affecting is the answer to that.	Vdubdocflat4	Sun Dec 06 12:43:04 +0000 2020	[]	0	0	https://twitter.com/Vdubdocflat4/status/1335565420015869953
	social distancing	smaaaaa_	Sun Dec 06 15:33:56 +0000 2020	[]	0	0	https://twitter.com/smaaaaa_/status/1335608420137918467
	Social distancing.	BryanTesoro3	Sun Dec 06 15:32:35 +0000 2020	[]	0	0	https://twitter.com/BryanTesoro3/status/1335608080780775425
	Social distancing! https://t.co/YJEjWSTymG	rainkmyul	Sun Dec 06 15:32:35 +0000 2020	[]	0	0	https://twitter.com/rainkmyul/status/1335608079056949250
	social distancing 🙂👍🏻 https://t.co/3khrkQWYfI	summerboy88	Sun Dec 06 15:29:48 +0000 2020	[]	0	0	https://twitter.com/summerboy88/status/1335607380558532609
	Social Distancing	GiaMeyers1	Sun Dec 06 15:29:29 +0000 2020	[]	0	0	https://twitter.com/GiaMeyers1/status/1335607300959002624
	Social distancing 🙂 https://t.co/In7m6PEQGZ	hoshyy_	Sun Dec 06 15:24:18 +0000 2020	[]	0	0	https://twitter.com/hoshyy_/status/1335605997746831361
	SOCIAL DISTANCING	FudgeeMallows	Sun Dec 06 15:22:25 +0000 2020	[]	0	0	https://twitter.com/FudgeeMallows/status/1335605521471029253
	Social distancing	trufflepasta__	Sun Dec 06 15:07:41 +0000 2020	[]	0	0	https://twitter.com/trufflepasta__/status/1335601812758355969
	he's social distancing	demonmyeon	Sun Dec 06 14:53:36 +0000 2020	[]	0	0	https://twitter.com/demonmyeon/status/1335598269578190849
	Social distancing	_btsundoku	Sun Dec 06 14:44:07 +0000 2020	[]	0	0	https://twitter.com/_btsundoku/status/1335595884944375808
	social distancing	jalbwaddaeng_	Sun Dec 06 14:39:39 +0000 2020	[]	0	0	https://twitter.com/jalbwaddaeng_/status/1335594760849899520
	The aren't social distancing 😤	ella_rati	Sun Dec 06 14:31:28 +0000 2020	[]	0	0	https://twitter.com/ella_rati/status/1335592700737953793
	SOCIAL DISTANCING !!!!	sugafreecooky	Sun Dec 06 14:30:50 +0000 2020	[]	0	0	https://twitter.com/sugafreecooky/status/1335592542419603456
	social distancing y'all	offeredsilence	Sun Dec 06 14:21:48 +0000 2020	[]	0	0	https://twitter.com/offeredsilence/status/1335590265801723904
	social distancing😭	igotchester	Sun Dec 06 14:21:21 +0000 2020	[]	0	0	https://twitter.com/igotchester/status/1335590153339822091
	And not socially distancing.	Asher_Wolf	Sun Dec 06 14:17:55 +0000 2020	[]	0	0	https://twitter.com/Asher_Wolf/status/1335589288327581698
	social distancing	alxrjzrl	Sun Dec 06 14:04:34 +0000 2020	[]	0	0	https://twitter.com/alxrjzrl/status/1335585929461866497
	This is not social distancing 🥴	thatsbirdd	Sun Dec 06 13:58:54 +0000 2020	[]	0	0	https://twitter.com/thatsbirdd/status/1335584502685511682
	"because social distancing:
https://t.co/9yxHxaDDCe"	BPWRYL	Sun Dec 06 13:50:13 +0000 2020	[]	0	0	https://twitter.com/BPWRYL/status/1335582321156603908
	
Trump lies about covid
	they didn’t lie	sideruin	Sun Dec 06 15:23:52 +0000 2020	[]	0	0	https://twitter.com/sideruin/status/1335605888602820610
	the lies the lies	Tareks15	Sun Dec 06 15:18:03 +0000 2020	[]	0	0	https://twitter.com/Tareks15/status/1335604422861271043
	they all lied.	PinchandScrimp	Sun Dec 06 15:07:06 +0000 2020	[]	0	0	https://twitter.com/PinchandScrimp/status/1335601666909933569
	😂 where is the lie...	LaQunya	Sun Dec 06 14:49:33 +0000 2020	[]	0	0	https://twitter.com/LaQunya/status/1335597249422737408
	You're lying	john2125_machr	Sun Dec 06 14:45:49 +0000 2020	[]	0	0	https://twitter.com/john2125_machr/status/1335596312633487360
	Where's the lie? 👀	murderandmeds	Sun Dec 06 13:56:55 +0000 2020	[]	0	0	https://twitter.com/murderandmeds/status/1335584004230291457
	Where's the lie?	wizzleredz	Sun Dec 06 13:41:09 +0000 2020	[]	0	0	https://twitter.com/wizzleredz/status/1335580035919568898
	WHERE IS THE LIE.	BAREBONESFOTOES	Sun Dec 06 12:44:50 +0000 2020	[]	0	0	https://twitter.com/BAREBONESFOTOES/status/1335565863064363008
	Where's the lie?	GregoryBoettner	Sun Dec 06 12:41:27 +0000 2020	[]	0	0	https://twitter.com/GregoryBoettner/status/1335565012962865152
	Where is the lie????	slaniece2001	Sun Dec 06 12:32:28 +0000 2020	[]	0	0	https://twitter.com/slaniece2001/status/1335562753810042880
	Lies. Lies. And More, you guessed it, Lies.	ArsonRenllaw	Sun Dec 06 14:18:50 +0000 2020	[]	0	0	https://twitter.com/ArsonRenllaw/status/1335589519555506177
	As usual, lies, lies and more lies!	mimiloves2	Sun Dec 06 14:02:38 +0000 2020	[]	0	0	https://twitter.com/mimiloves2/status/1335585445476847619
	@wef Lies lies lies lies the covid Plandemic hoax	kooter4469	Sun Dec 06 15:25:54 +0000 2020	[]	0	0	https://twitter.com/kooter4469/status/1335606399632478210
	@rtenews Lies, lies and more lies. Covid me bollicks.	TeaBag46924385	Sun Dec 06 12:30:19 +0000 2020	[]	0	0	https://twitter.com/TeaBag46924385/status/1335562212879069186
	As usual, Trump lies.	johnrobinson	Sun Dec 06 14:06:08 +0000 2020	[]	0	0	https://twitter.com/johnrobinson/status/1335586323277762565
	"@bumper_bowling @northyorkcondo @Boo15733919 @JustinTrudeau Your “great” leader Trudeau is a fraud and a complete moron.

He lied about Groping.
He lied about Elbowing.
He lied about SNC.
He lied about India.
He lied about JWR.
He lied about Norman.
He lied about WE.
He raised and will again raise taxes during a pandemic.

I could go on."	mikemoore0057	Sun Dec 06 15:25:11 +0000 2020	[]	0	0	https://twitter.com/mikemoore0057/status/1335606217637445632
	Trump lied. Anyone surprised? https://t.co/OxYNWZi14r	Mollie_Resiztz	Sun Dec 06 15:13:15 +0000 2020	[]	0	0	https://twitter.com/Mollie_Resiztz/status/1335603215816155136
	Lying on Sunday.	SteveHellem7	Sun Dec 06 15:20:22 +0000 2020	[]	0	0	https://twitter.com/SteveHellem7/status/1335605006599417864
	Where the lie at? Lol	GabrielQuinne16	Sun Dec 06 15:07:26 +0000 2020	[]	0	0	https://twitter.com/GabrielQuinne16/status/1335601753295818755
	I see no lies here👇👇👇	PoppaPeko	Sun Dec 06 15:00:17 +0000 2020	[]	0	0	https://twitter.com/PoppaPeko/status/1335599951208980480
	
Coronavirus cases increase every day
	Why are the COVID-19 cases increasing 🙄😏	VatilifaSarah	Sun Dec 06 12:43:35 +0000 2020	[]	0	0	https://twitter.com/VatilifaSarah/status/1335565551654080512
	More &amp; more cases every day	jb4demusa	Sun Dec 06 14:59:57 +0000 2020	[]	0	0	https://twitter.com/jb4demusa/status/1335599868425850887
	Me, every day:	heatherly_may	Sun Dec 06 13:40:02 +0000 2020	[]	0	0	https://twitter.com/heatherly_may/status/1335579755010170882
	I do that every day	WaterDean	Sun Dec 06 12:40:51 +0000 2020	[]	0	0	https://twitter.com/WaterDean/status/1335564864694202372
	That is why covid-19 cases are increasing day by day (in spite of closing the schools)	Muhamma39738866	Sun Dec 06 15:21:10 +0000 2020	[]	0	0	https://twitter.com/Muhamma39738866/status/1335605208550957060
	"Trump is holding #COVIDRallies while coronavirus cases in the U.S. have increased by 1,000,000 over the last 5 days.

#DiaperDon"	doreen6399	Sun Dec 06 15:22:42 +0000 2020	['COVIDRallies']	0	0	https://twitter.com/doreen6399/status/1335605595290865666
	"We are seeing an increase in the number of COVID-19 cases in several areas in Ceredigion.  The current rate in Ceredigion is 159.6 per 100,000 population (as of 1pm, 5 December 2020), which shows that the rate is increasing every day.
https://t.co/DwAMiEYoXB https://t.co/mwOANi53TJ"	CeredigionCC	Sun Dec 06 14:45:13 +0000 2020	[]	0	0	https://twitter.com/CeredigionCC/status/1335596161642754054
	Virginia breaks record set Saturday for highest COVID-19 case increase with 3,880 reported; Hampton Roads makes up 16% of increase https://t.co/HWbZ5wG7Sv https://t.co/pPl1yOA7kh	WTKR3	Sun Dec 06 15:15:07 +0000 2020	[]	0	0	https://twitter.com/WTKR3/status/1335603686337359872
	Ontario reporting 127309 cases of COVID-19 today, an increase of 1924 or 1.53%. 15547 total active cases today, a change of +335 or +2.15%. 3772 deaths, an increase of 15. 59251 tests completed yesterday, with 47850 pending. https://t.co/X5hyMeBgRk https://t.co/0Vfqpr43Of	jm_mcgrath	Sun Dec 06 15:31:54 +0000 2020	[]	0	0	https://twitter.com/jm_mcgrath/status/1335607906897711106
	@ANINewsUP A shit coronavirus going to increase	Coronavirus010	Sun Dec 06 13:09:31 +0000 2020	[]	0	0	https://twitter.com/Coronavirus010/status/1335572078754365452
	Dr. Birx EVERY State needs to increase their mitigation #coronavirus #COVID-19 #MTP #meetthepress	SVSMIA	Sun Dec 06 15:13:39 +0000 2020	['coronavirus', 'COVID', 'MTP', 'meetthepress']	0	0	https://twitter.com/SVSMIA/status/1335603314931666949
	Because of 631 cases in a day	Squirrelspearls	Sun Dec 06 14:03:49 +0000 2020	[]	0	0	https://twitter.com/Squirrelspearls/status/1335585740483252227
	200,000 cases a day...	professorsan	Sun Dec 06 13:47:24 +0000 2020	[]	0	0	https://twitter.com/professorsan/status/1335581611627311110
	Every day at my house	ItalianDoll_1	Sun Dec 06 14:16:34 +0000 2020	[]	0	0	https://twitter.com/ItalianDoll_1/status/1335588949121753089
	Every single day.	bim_pure	Sun Dec 06 13:38:45 +0000 2020	[]	0	0	https://twitter.com/bim_pure/status/1335579432426336258
	"#Pakistan #Islamabad #Coronavirus

In view of the increasing number of corona cases in Pakistan, hospitals there are reaching their capacity limits.  ""We are in a critical situation that is getting worse every day with new infections,"""	Xy5Z89	Sun Dec 06 13:24:18 +0000 2020	['Pakistan', 'Islamabad', 'Coronavirus']	0	0	https://twitter.com/Xy5Z89/status/1335575798351355905
	Russia reports 29,039 new coronavirus cases, the biggest one-day increase on record, and 457 new deaths.	CoronaTurkeyEN	Sun Dec 06 15:25:44 +0000 2020	[]	0	0	https://twitter.com/CoronaTurkeyEN/status/1335606356989054976
	Russia reports 29,039 new coronavirus cases, the biggest one-day increase on record, and 457 new deaths	BNODesk	Sun Dec 06 15:08:25 +0000 2020	[]	0	0	https://twitter.com/BNODesk/status/1335601997991579650
	"There has been decrease in the number of coronavirus cases in the last few days in Delhi and the city’s capacity of conducting RT-PCR tests has significantly increased
https://t.co/QovvBfWHP5"	the_hindu	Sun Dec 06 15:20:03 +0000 2020	[]	0	0	https://twitter.com/the_hindu/status/1335604926823673856
	"CORONAVIRUS UPDATE: The state-reported 3,880 new cases of the COVID-19 this morning — this is the largest daily increase of new cases since the pandemic began. 
Henrico also reported its biggest daily increase so far with 150 new cases. https://t.co/46FtD3wY8s"	8NEWS	Sun Dec 06 15:12:50 +0000 2020	[]	0	0	https://twitter.com/8NEWS/status/1335603109964488705
	
